2025-07-23 15:13:15,0.03,NH-25-002,Sensor,PX-AI,B0001,analog_in0,0,0.146484375,0.0,0.0
2025-07-23 15:13:15,0.23,NH-25-002,Sensor,PX-DI,EMRGY,digital_in4,0,True,0.0,0.0
2025-07-23 15:13:15,0.43,NH-25-002,Sensor,PX-AI,B0101,analog_in1,0,45.732394366197184,0.0,0.0
2025-07-23 15:13:15,0.63,NH-25-002,Sensor,PX-AI,B0111,analog_in2,0,0.08170642201834866,0.0,0.0
2025-07-23 15:13:16,1.24,NH-25-002,Sensor,PX-DI,BM101,digital_in6,0,False,0.0,0.0
2025-07-23 15:13:16,1.44,NH-25-002,Sensor,PX-AI,B0201,analog_in3,0,15.879804300830585,0.0,0.0
2025-07-23 15:13:17,2.04,NH-25-002,Sensor,PX-DI,BM201,digital_in7,0,False,0.0,0.0
2025-07-23 15:13:17,2.24,NH-25-002,Sensor,PX-DI,BM202,digital_in8,0,False,0.0,0.0
2025-07-23 15:13:17,2.44,NH-25-002,Sensor,PX-DI,B0401,digital_in0,0,True,0.0,0.0
2025-07-23 15:13:15,0.83,NH-25-002,Sensor,EZO-pH,B0102,90,0,12.321,0.0,0.0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-DO,M0101,digital_out6,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-DO,M0112,digital_out5,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-DO,M0111,digital_out4,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-DO,M0102,digital_out2,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-DO,M0201,digital_out7,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-DO,M0202,digital_out8,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-DO,M0203,digital_out3,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-Rel,M0204,relay0,False,0,0,0
2025-07-23 15:13:17,2.64,NH-25-002,Actuator,PX-Rel,M0205,relay1,False,0,0,0
